languageCode,translationId,languageName,languageNameInEnglish,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_last_error
apn,apnNT,Apinayé,Apinayé,,ebible.org,Tĩrtũm kapẽr ã kagà nyw,New Testament in Apinayé (BR:apn:Apinayé),True,"Copyright © 1999 Wycliffe Bible Translators, Inc.",2014-04-21,http://ebible.org/apnNT/,0.0,0.0,0.0,27.0,260.0,7195.0,0.0,0.0,0.0,APNWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,apn1999eb,,ltr,True,Gentium,Apinayé NT,978-1-5313-0044-9,Latin,2014-04-22,apnNT,C:\ebible_data\projects\apnNT\copr.htm,Apinayé,,Tĩrtũm kapẽr ã kagà nyw,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1999,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\apnNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\apnNT,2025-05-01,C:\ebible_data\corpus\apn-apnNT.txt,2025-05-01,,
app,app,Apma,Apma,,ebible.org,Jona,The Book of Jonah in the Apma language of Vanuatu,True,Copyright © 2019 Pioneer Bible Translators,2024-04-27,http://ebible.org/app/,1.0,4.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,APPPBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,apppbt2019eb,,ltr,True,Andika,Apma Jona,,Latin,2024-04-27,,,,,,,,,,,,,,,,,C:\ebible_data\corpus\app-app.txt,,,
apr,apr,Arop-Lokep,Arop-Lokep,Arop,png.bible,Rau Ke Maro,The New Testament in the Arop dialect of the Arop-Lokep language of Papua New Guinea,True,"Copyright © 2022 Wycliffe Bible Translators, Inc.",2025-03-20,http://png.bible/apr/,0.0,0.0,0.0,27.0,260.0,7889.0,0.0,0.0,0.0,APRWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,apr2013eb,,ltr,True,Gentium Plus,Arop-Lokep,978-1-5313-0045-6,Latin,2025-03-20,apr,C:\ebible_data\projects\apr\copr.htm,Arop-Lokep,Arop,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2022,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\apr--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\apr,2025-05-01,C:\ebible_data\corpus\apr-apr.txt,2025-05-01,,
apu,apuNT,Apurinã,Apurinã,,ebible.org,Teoso sãkire amaneri,New Testament in Apurinã (BR:apu:Apurinã),True,"Copyright © 2004 Wycliffe Bible Translators, Inc.",2014-04-21,http://ebible.org/apuNT/,0.0,0.0,0.0,27.0,260.0,7955.0,0.0,0.0,0.0,APUWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,apu2004eb,,ltr,True,Gentium,Apurinã NT,978-1-5313-0047-0,Latin,2014-04-22,apuNT,C:\ebible_data\projects\apuNT\copr.htm,Apurinã,,Teoso sãkire amaneri,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2004,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\apuNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\apuNT,2025-05-01,C:\ebible_data\corpus\apu-apuNT.txt,2025-05-01,,
apw,apwNT,Western Apache,"Apache, Western",,ebible.org,The New Testament of our Lord and Saviour Jesus Christ,"New Testament in Apache, Western (US:apw:Apache, Western)",True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-21,http://ebible.org/apwNT/,0.0,0.0,0.0,27.0,260.0,7954.0,0.0,0.0,0.0,APWWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,apw2012eb,,ltr,True,Gentium,Western Apache NT,978-1-5313-0048-7,Latin,2021-10-19,apwNT,C:\ebible_data\projects\apwNT\copr.htm,"Western Apache (Apache, Western)",,The New Testament of our Lord and Saviour Jesus Christ,by-nd,4.0,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\apwNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\apwNT,2025-05-01,C:\ebible_data\corpus\apw-apwNT.txt,2025-05-01,,
apz,apz,Ampeeli-Wojokeso,Safeyoka,,png.bible,Mpohwoe Hungkuno Songofoho,The New Testament and Genesis in the  Safeyoka (Ampeeli-Wojokeso) language of Papua New Guinea,True,"Copyright © 1988 Wycliffe Bible Translators, Inc.",2011-12-15,http://png.bible/apz/,0.0,0.0,0.0,27.0,260.0,7844.0,0.0,0.0,0.0,APZPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,apz1988eb,,ltr,True,Andika,Ampeeli-Wojokeso NT+Genesis,978-1-5313-0050-0,Latin,2020-10-09,apz,C:\ebible_data\projects\apz\copr.htm,Ampeeli-Wojokeso (Safeyoka),,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1988,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\apz--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\apz,2025-05-01,C:\ebible_data\corpus\apz-apz.txt,2025-05-01,,
arb,arb-vd,العربية,Arabic,standard,ebible.org,الكتاب المقدس باللغة العربية، فان دايك,Arabic Van Dyck translation of the Holy Bible,True,public domain,2020-08-03,http://ebible.org/arb-vd/,39.0,929.0,23145.0,27.0,260.0,7959.0,0.0,0.0,0.0,ARZVDV,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,arbVDeb,,rtl,True,Amiri,Arabic Van Dyck Bible,978-1-5313-0051-7,Arabic,2022-04-21,arb-vd,C:\ebible_data\projects\arb-vd\copr.htm,,,الكتاب المقدس باللغة العربية، فان دايك,Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\arb-vd--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\arb-vd,2025-05-01,C:\ebible_data\corpus\arb-vd.txt,2025-05-01,2025-05-01,
arb,arbnav,العربية,"Arabic, Standard",,ebible.org,Ketab El Hayat Majani/كتاب الحياة مجانى,Biblica® Open New Arabic Version 2012,True,"Copyright © 1988, 1997, 2012 Biblica, Inc.® ح‫قوق الطبع",2025-04-25,http://ebible.org/arbnav/,39.0,929.0,23145.0,27.0,260.0,7958.0,0.0,0.0,0.0,ARZNAV,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,arbnav2012eb,,rtl,True,Amiri,New Arabic Version (Book of Life),,Arabic,2024-04-27,arbnav,C:\ebible_data\projects\arbnav\copr.htm,"العربية (Arabic, Standard)",,كتاب الحياة مجانى,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Biblica, Inc.® ح‫قوق الطبع","copyright © 1988, 1997, 2012",Translation by: Biblica,2025-05-01,C:\ebible_data\downloads\arbnav--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\arbnav,2025-05-01,C:\ebible_data\corpus\arb-arbnav.txt,2025-05-01,,
are,are,Western Arrarnta,"Arrarnta, Western",,ebible.org,Altjirraka angkatja  - Arrarnturna kngartiwukala,The New Testament in the Western Arrarnta language of Australia,True,Copyright © 1997 Bible Society of Australia,2019-05-14,http://ebible.org/are/,0.0,0.0,0.0,27.0,260.0,7917.0,0.0,0.0,0.0,AREBSA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,are1997eb,,ltr,True,DejaVu Serif,Western Arrarnta NT,,Latin,2019-05-13,are,C:\ebible_data\projects\are\copr.htm,"Western Arrarnta (Arrarnta, Western)",,Altjirraka angkatja  - Arrarnturna kngartiwukala,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Bible Society of Australia,copyright © 1997,,2025-05-01,C:\ebible_data\downloads\are--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\are,2025-05-01,C:\ebible_data\corpus\are-are.txt,2025-05-01,,
arl,arlNT,Arabela,Arabela,,ebible.org,Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia,New Testament in Arabela (PE:arl:Arabela),True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-04-21,http://ebible.org/arlNT/,0.0,0.0,0.0,27.0,260.0,7912.0,0.0,0.0,0.0,ARLWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,arl2008eb,,ltr,True,Gentium,Arabela NT,978-1-5313-0052-4,Latin,2014-04-22,arlNT,C:\ebible_data\projects\arlNT\copr.htm,Arabela,,Quiarinio pueyaso rupaa pa jiyaniijia Jesucristojiniji pueyano rupaajinia,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\arlNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\arlNT,2025-05-01,C:\ebible_data\corpus\arl-arlNT.txt,2025-05-01,,
arn,arnNT,Mapudungun,Mapudungun,,ebible.org,Ngünechen ñi Küme Dungu,New Testament in Mapudungun (CI:arn:Mapudungun),True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/arnNT/,0.0,0.0,0.0,27.0,260.0,7923.0,0.0,0.0,0.0,ARNSBU,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,arn2011eb,,ltr,True,Gentium,Mapudungun NT,978-1-5313-0053-1,Latin,2014-04-30,arnNT,C:\ebible_data\projects\arnNT\copr.htm,Mapudungun,,Ngünechen ñi Küme Dungu,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\arnNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\arnNT,2025-05-01,C:\ebible_data\corpus\arn-arnNT.txt,2025-05-01,,
arp,arp,Arapaho,Arapaho,,ebible.org,Hethadenee waunauyaunee vadan Luke Vanenāna,The Gospel According to Luke in the Arapaho Language of the United States of America,True,public domain,2015-05-06,http://ebible.org/arp/,0.0,0.0,0.0,1.0,24.0,1151.0,0.0,0.0,0.0,ARPABS,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,arp1903eb,,ltr,True,Gentium,Arapaho Luke,978-1-5313-0054-8,Latin,2022-01-29,arp,C:\ebible_data\projects\arp\copr.htm,,,Hethadenee waunauyaunee vadan Luke Vanenāna,Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\arp--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\arp,2025-05-01,C:\ebible_data\corpus\arp-arp.txt,2025-05-01,,
asj,asj,Sari,Sari,,ebible.org,Sari,Sari: Sari (New Testament+),True,"Copyright © 2024 Wycliffe Bible Translators, Inc.",2025-04-26,http://ebible.org/asj/,0.0,0.0,0.0,27.0,260.0,7951.0,0.0,0.0,0.0,ASJWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,asj2024eb,,ltr,True,Gentium Plus,Sari NT+,,Latin,2025-04-26,asj,C:\ebible_data\projects\asj\copr.htm,Sari,,Sari,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2024,,2025-05-01,C:\ebible_data\downloads\asj--2025-04-29.zip,2025-04-29,C:\ebible_data\projects\asj,2025-05-01,C:\ebible_data\corpus\asj-asj.txt,2025-05-01,,
asm,asmfb,অসমীয়া,Assamese,Standard,ebible.org,ইণ্ডিয়ান ৰিভাইচ ভাৰচন (IRV) আচামিচ - 2019,The Indian Revised Version Holy Bible in the Assamese Language of India,True,"Copyright © 2017, 2018 Bridge Connectivity Solutions",2025-04-26,http://ebible.org/asmfb/,39.0,929.0,23137.0,27.0,260.0,7955.0,0.0,0.0,0.0,ASMIRV,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,asmfb2017eb,,ltr,True,DejaVu Serif,Assamese Indian Revised Version Bible,,Bengali,2025-04-26,asmfb,C:\ebible_data\projects\asmfb\copr.htm,অসমীয়া (Assamese),Standard,ইণ্ডিয়ান ৰিভাইচ ভাৰচন (IRV) আচামিচ - 2019,by-sa,4.0,http://creativecommons.org/licenses/by-sa/4.0/,Bridge Connectivity Solutions,"copyright © 2017, 2018",Translation by: Bridge Connectivity Solutions,2025-05-01,C:\ebible_data\downloads\asmfb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\asmfb,2025-05-01,C:\ebible_data\corpus\asm-asmfb.txt,2025-05-01,,
aso,aso,Dano,Dano,,png.bible,MONO' GODOLO GOSOHO',The New Testament in the Dano (Upper Asaro) language of Papua New Guinea,True,"Copyright © 1989 Wycliffe Bible Translators, Inc.",2014-06-24,http://png.bible/aso/,0.0,0.0,0.0,27.0,260.0,7714.0,0.0,0.0,0.0,ASOTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aso1989eb,,ltr,True,Andika,Dano NT,978-1-5313-0055-5,Latin,2020-10-09,aso,C:\ebible_data\projects\aso\copr.htm,Dano,,,by-nd,4.0,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1989,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\aso--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aso,2025-05-01,C:\ebible_data\corpus\aso-aso.txt,2025-05-01,,
ata,ata,Pele-Ata,Pele-Ata,,png.bible,Vaikala Noxou Lataua,"The New Testament plus Genesis and Jonah in the Ata language of West New Britain, Papua New Guinea",True,Copyright © 2009 The Bible Society of Papua New Guinea,2013-01-05,http://png.bible/ata/,2.0,54.0,1550.0,27.0,260.0,7891.0,0.0,0.0,0.0,ATAPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ata2009eb,,ltr,True,Andika,Ata Bible,978-1-5313-0056-2,Latin,2020-10-09,ata,C:\ebible_data\projects\ata\copr.htm,Pele-Ata,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,Copyright © 2009 The Bible Society of Papua New Guinea,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\ata--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ata,2025-05-01,C:\ebible_data\corpus\ata-ata.txt,2025-05-01,,
atb,atbNT,Zaiwa,Zaiwa,,ebible.org,Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa,New Testament in Zaiwa,True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/atbNT/,0.0,0.0,0.0,27.0,260.0,7937.0,0.0,0.0,0.0,ATBWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,atb2009eb,,ltr,True,Gentium,Zaiwa NT,978-1-5313-0057-9,Latin,2014-05-01,atbNT,C:\ebible_data\projects\atbNT\copr.htm,Zaiwa,,Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\atbNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\atbNT,2025-05-01,C:\ebible_data\corpus\atb-atbNT.txt,2025-05-01,,
atd,atdNT,"Manobo, Ata","Manobo, Ata",,ebible.org,Kasulatan to Magboboot,"New Testament in Manobo, Ata",True,"Copyright © 2000 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/atdNT/,0.0,0.0,0.0,27.0,260.0,7852.0,0.0,0.0,0.0,ATDWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,atd2000eb,,ltr,True,Gentium,Ata Manobo NT,978-1-5313-0058-6,Latin,2014-04-30,atdNT,C:\ebible_data\projects\atdNT\copr.htm,"Manobo, Ata",,Kasulatan to Magboboot,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2000,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\atdNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\atdNT,2025-05-01,C:\ebible_data\corpus\atd-atdNT.txt,2025-05-01,,
atg,atgNT,Ivbie North-Okpela-Arhe,Ivbie North-Okpela-Arhe,,ebible.org,Ebe-No-Pfuasẹ Ishobọ Onogbọ,New Testament in Ivbie North-Okpela-Arhe (NI:atg:Ivbie North-Okpela-Arhe),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2019-08-09,http://ebible.org/atgNT/,0.0,0.0,0.0,27.0,260.0,7949.0,0.0,0.0,0.0,ATGWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,atg2012eb,,ltr,True,Gentium,Ivbie North-Okpela-Arhe NT,978-1-5313-0059-3,Latin,2014-04-25,atgNT,C:\ebible_data\projects\atgNT\copr.htm,Ivbie North-Okpela-Arhe,,Ebe-No-Pfuasẹ Ishobọ Onogbọ,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\atgNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\atgNT,2025-05-01,C:\ebible_data\corpus\atg-atgNT.txt,2025-05-01,,
att,att,Pamplona Atta,"Atta, Pamplona",,ebible.org,Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu: Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kiristu,"New Testament in Atta, Pamplona",True,"Copyright © 1996 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/att/,0.0,0.0,0.0,27.0,260.0,7959.0,0.0,0.0,0.0,ATTWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,att1996eb,,ltr,True,Gentium,Pamplona Atta NT,978-1-5313-0060-9,Latin,2014-07-29,att,C:\ebible_data\projects\att\copr.htm,"Pamplona Atta (Atta, Pamplona)",,Yù bilin ni Namarò nga meyannung kâ Apu Kesu Kiristu: Yù bagu nga tarátu ni Namarò sù ira nga mangikatalà kâ Apu Kesu Kiristu,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1996,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\att--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\att,2025-05-01,C:\ebible_data\corpus\att-att.txt,2025-05-01,,
auc,aucNT,Waorani,Waorani,,ebible.org,Wængonguï nänö Apæ̈negaïnö,New Testament in Waorani (EC:auc:Waorani),True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/aucNT/,0.0,0.0,0.0,27.0,260.0,7954.0,0.0,0.0,0.0,AUCWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,auc2009eb,,ltr,True,Gentium,Waorani NT,978-1-5313-0061-6,Latin,2014-05-01,aucNT,C:\ebible_data\projects\aucNT\copr.htm,Waorani,,Wængonguï nänö Apæ̈negaïnö,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\aucNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aucNT,2025-05-01,C:\ebible_data\corpus\auc-aucNT.txt,2025-05-01,,
aui,aui,Anuki,Anuki,,png.bible,Buk Baibel long Anuki,Portions of the Holy Bible in the Anuki language of Papua New Guinea,True,"Copyright © 2010-2016 Wycliffe Bible Translators, Inc.",2014-06-02,http://png.bible/aui/,28.0,224.0,2446.0,2.0,44.0,1641.0,0.0,0.0,0.0,AUIWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aui2016eb,,ltr,True,Andika,Anuki Bible Portions,978-1-5313-0062-3,Latin,2020-10-09,aui,C:\ebible_data\projects\aui\copr.htm,Anuki,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010-2016,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\aui--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aui,2025-05-01,C:\ebible_data\corpus\aui-aui.txt,2025-05-01,,
auy,auy,Awiyaana,Awiyaana,,png.bible,Aú-aai símai kááísamakain-aai,The New Testament in the Awiyaana language of Papua New Guinea,True,"Copyright © 1984 Wycliffe Bible Translators, Inc.",2013-08-17,http://png.bible/auy/,0.0,0.0,0.0,27.0,260.0,7779.0,0.0,0.0,0.0,AUYTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,auy1984eb,,ltr,True,Andika,Awiyaana NT,978-1-5313-0063-0,Latin,2020-10-09,auy,C:\ebible_data\projects\auy\copr.htm,Awiyaana,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1984,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\auy--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\auy,2025-05-01,C:\ebible_data\corpus\auy-auy.txt,2025-05-01,,
avt,avt,Au,Au,,png.bible,Hɨm Yaaim Me God,The New Testament in the Au language of Papua New Guinea,True,"Copyright © 1992 Wycliffe Bible Translators, Inc.",2014-12-03,http://png.bible/avt/,0.0,0.0,0.0,27.0,260.0,7880.0,0.0,0.0,0.0,AVTWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,avt1992eb,,ltr,True,Andika,Au NT,978-1-5313-0064-7,Latin,2020-10-09,avt,C:\ebible_data\projects\avt\copr.htm,Au,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1992,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\avt--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\avt,2025-05-01,C:\ebible_data\corpus\avt-avt.txt,2025-05-01,,
awb,awb,Awa,Awa,,png.bible,Manikáne O Ehwehne,God's New Talk: The New Testament in the Awa Language of Papua New Guinea,True,"Copyright © 1974, 1997 Wycliffe Bible Translators, Inc.",2013-12-11,http://png.bible/awb/,0.0,0.0,0.0,27.0,260.0,7938.0,0.0,0.0,0.0,AWBTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,awb1997eb,,ltr,True,Gentium Plus,Awa NT,978-1-5313-0065-4,Latin,2020-10-09,awb,C:\ebible_data\projects\awb\copr.htm,Awa,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.","copyright © 1974, 1997",Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\awb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\awb,2025-05-01,C:\ebible_data\corpus\awb-awb.txt,2025-05-01,,
awk,awk,Awabakalkoba,Awabakal,,ebible.org,EUANGELION UNNI TA JESU-ÚBA CHRIST-KO-BA UPATOARA LUKA-UMBA,The Gospel According to Luke in the Awabakal language of Australia,True,public domain,2020-03-03,http://ebible.org/awk/,0.0,0.0,0.0,1.0,24.0,1136.0,0.0,0.0,0.0,AWKBSA,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,awk1892eb,,ltr,True,DejaVu Serif,Awabakal Luke,,Latin,2020-03-03,awk,C:\ebible_data\projects\awk\copr.htm,,,EUANGELION UNNI TA JESU-ÚBA CHRIST-KO-BA UPATOARA LUKA-UMBA,Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\awk--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\awk,2025-05-01,C:\ebible_data\corpus\awk-awk.txt,2025-05-01,,
awx,awx,Awara,Awara,,png.bible,Awara Baibel,"Genesis, Ruth, and Jonah in the Awara Language of Papua New Guinea",True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2025-04-26,http://png.bible/awx/,3.0,58.0,1637.0,0.0,0.0,0.0,0.0,0.0,0.0,AWXWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,awx2011eb,,ltr,True,Andika,Awara Bible portions,978-1-5313-0066-1,Latin,2025-04-26,awx,C:\ebible_data\projects\awx\copr.htm,Awara,,,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\awx--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\awx,2025-05-01,C:\ebible_data\corpus\awx-awx.txt,2025-05-01,,
azb,azb,Azeri,"Azerbaijani, South",,ebible.org,Azərbaycan dilində Müqəddəs Kitab,"The Holy Bible in the Azerbaijani language, also known as the Azeri language, of Azerbaijan, Iran, Iraq, Syria, and Turkey",True,Copyright © 2008 Müqəddəs Kitab Sirkəti,2018-11-09,http://ebible.org/azb/,39.0,929.0,23145.0,27.0,260.0,7927.0,0.0,0.0,0.0,AZBBSA,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,azb2008eb,,ltr,True,Gentium,Azerbaijani Bible,978-1-5313-0067-8,Latin,2020-10-09,azb,C:\ebible_data\projects\azb\copr.htm,"Azeri (Azerbaijani, South)",,Azərbaycan dilində Müqəddəs Kitab,by-nc-nd,4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,Copyright © 2008 Müqəddəs Kitab Sirkəti,Translation by: Institute for Bible Translation,2025-05-01,C:\ebible_data\downloads\azb--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\azb,2025-05-01,C:\ebible_data\corpus\azb-azb.txt,2025-05-01,,
